Time,BTC,ETH
19:32:06,85043.6953125,1904.7733154296875
19:32:16,85043.6953125,1904.7733154296875
19:32:27,85043.6953125,1904.7733154296875
19:32:37,85043.6953125,1904.7733154296875
19:32:47,85043.6953125,1904.7733154296875
19:32:57,85043.6953125,1904.7733154296875
